PDB	prms	irms	fnat_full	fnat_res	lRMS_sc	lRMS_h	RiRMS	prot-carb_clash	carb-carb_clash	lRMS_sc0	lRMS_sc1	lRMS_sc2
7tvp_pa_rfaa_rank1.pdb	0.662	0.624	0.765	0.704	7.01	3.237	3.095	0	0	7.01		
7tvp_pa_rfaa_rank2.pdb	0.678	0.67	0.588	0.407	6.253	5.489	5.142	7	0	6.253		
7tvp_pa_rfaa_rank3.pdb	0.791	0.684	0.706	0.593	10.07	3.458	3.549	12	0	10.07		
7tvp_pa_rfaa_rank4.pdb	0.819	0.68	0.824	0.63	7.466	3.798	4.462	14	1	7.466		
7vi7_pa_rfaa_rank0.pdb	0.679	0.448	1.0	1.0	1.146	1.146	0.708	0	0	1.146		
7vi7_pa_rfaa_rank1.pdb	0.686	0.448	0.933	0.867	1.056	1.056	0.594	0	0	1.056		
7vi7_pa_rfaa_rank2.pdb	0.693	0.416	0.933	0.933	1.088	1.224	0.693	0	0	1.088		
7vi7_pa_rfaa_rank3.pdb	0.678	0.444	0.933	0.867	1.137	1.137	0.689	0	0	1.137		
7vi7_pa_rfaa_rank4.pdb	0.642	0.413	0.933	0.867	1.05	1.05	0.584	0	0	1.05		
7vu1_pa_rfaa_rank0.pdb	0.969	1.179	0.88	0.658	6.238	3.316	1.664	11	0	6.238		
7vu1_pa_rfaa_rank1.pdb	0.952	1.254	0.88	0.632	5.651	2.921	1.557	3	0	5.651		
7vu1_pa_rfaa_rank2.pdb	1.121	1.271	0.84	0.711	5.484	2.714	1.441	10	0	5.484		
7vu1_pa_rfaa_rank3.pdb	1.097	1.306	0.84	0.684	6.469	3.287	1.641	4	0	6.469		
7vu1_pa_rfaa_rank4.pdb	1.152	1.401	0.8	0.605	6.345	3.264	1.713	5	0	6.345		
7vwb_pa_rfaa_rank0.pdb	0.749	0.714	0.75	0.8	3.023	4.549	2.791	6	0	3.023		
7vwb_pa_rfaa_rank1.pdb	0.773	0.715	0.75	0.8	2.841	4.428	2.658	2	0	2.841		
7vwb_pa_rfaa_rank2.pdb	0.757	0.721	0.75	0.8	3.096	4.566	2.847	6	0	3.096		
7vwb_pa_rfaa_rank3.pdb	0.75	0.69	0.75	0.8	3.458	4.848	3.278	2	0	3.458		
7vwb_pa_rfaa_rank4.pdb	0.806	0.738	0.75	0.7	3.844	5.033	3.619	6	0	3.844		
7w11_pa_rfaa_rank0.pdb	0.79	0.62	0.7	0.738	2.41	1.595	1.019	0	0	3.904	0.915	
7w11_pa_rfaa_rank1.pdb	0.863	0.68	0.7	0.714	2.381	1.802	1.303	1	0	3.968	0.793	
7w11_pa_rfaa_rank2.pdb	0.864	0.695	0.725	0.529	2.334	1.86	3.585	0	0	3.702	0.967	
7w11_pa_rfaa_rank3.pdb	1.013	0.694	0.75	0.588	2.375	1.417	3.617	0	0	3.745	1.004	
7w11_pa_rfaa_rank4.pdb	1.007	0.719	0.7	0.667	2.529	1.63	1.005	0	0	3.832	1.226	
7w18_pa_rfaa_rank0.pdb	0.613	1.21	0.619	0.394	5.252	5.03	3.986	9	7	5.252		
7w18_pa_rfaa_rank1.pdb	0.657	1.287	0.714	0.455	6.109	5.158	4.291	6	13	6.109		
7w18_pa_rfaa_rank2.pdb	0.632	1.289	0.619	0.364	7.587	7.408	6.08	5	8	7.587		
7w18_pa_rfaa_rank3.pdb	0.624	1.428	0.667	0.242	6.23	5.937	4.724	1	12	6.23		
7w18_pa_rfaa_rank4.pdb	0.723	1.288	0.571	0.424	6.093	6.966	5.759	2	8	6.093		
7xtn_pa_rfaa_rank0.pdb	0.492	0.729	0.889	0.889	1.131	1.131	1.055	0	0	1.131		
7xtn_pa_rfaa_rank1.pdb	0.503	0.652	1.0	1.0	0.928	0.928	0.87	0	0	0.928		
7xtn_pa_rfaa_rank2.pdb	0.492	0.598	0.889	0.889	1.282	1.282	1.456	0	0	1.282		
7xtn_pa_rfaa_rank3.pdb	0.525	0.702	0.778	0.778	1.092	1.216	0.734	1	0	1.092		
7xtn_pa_rfaa_rank4.pdb	0.503	0.631	1.0	1.0	0.925	0.925	0.906	0	0	0.925		
7ywf_pa_rfaa_rank0.pdb	0.856	0.739	0.556	0.417	4.248	3.914	3.076	0	0	4.248		
7ywf_pa_rfaa_rank1.pdb	0.889	0.755	0.556	0.583	4.931	4.462	3.694	0	0	4.931		
7ywf_pa_rfaa_rank2.pdb	0.811	0.682	0.556	0.583	4.361	4.439	3.375	0	0	4.361		
7ywf_pa_rfaa_rank3.pdb	0.851	0.808	0.556	0.417	4.87	4.578	3.857	0	0	4.87		
7ywf_pa_rfaa_rank4.pdb	0.837	0.763	0.556	0.5	3.991	3.412	2.859	0	0	3.991		
7zon_pa_rfaa_rank0.pdb	0.543	0.559	0.059	0.077	24.226	21.781	18.067	50	11	17.555	27.585	27.538
7zon_pa_rfaa_rank1.pdb	0.537	0.498	0.059	0.077	23.995	21.35	17.634	40	7	27.361	26.72	17.905
7zon_pa_rfaa_rank2.pdb	0.511	0.479	0.118	0.105	22.247	19.509	19.28	47	0	21.641	16.644	28.455
7zon_pa_rfaa_rank3.pdb	0.603	0.528	0.0	0.0	22.961	20.692	21.603	47	0	28.35	20.942	19.59
7zon_pa_rfaa_rank4.pdb	0.563	0.546	0.0	0.0	23.989	20.82	21.011	45	0	20.366	24.194	27.409
7zoo_pa_rfaa_rank0.pdb	0.557	0.487	0.0	0.0	20.012	20.038	19.681	21	0	20.012		
7zoo_pa_rfaa_rank1.pdb	0.559	0.493	0.0	0.0	22.387	22.441	22.136	15	0	22.387		
7zoo_pa_rfaa_rank2.pdb	0.571	0.526	0.0	0.0	21.181	21.413	20.982	15	0	21.181		
7zoo_pa_rfaa_rank3.pdb	0.58	0.526	0.0	0.0	19.768	19.768	19.494	12	0	19.768		
7zoo_pa_rfaa_rank4.pdb	0.642	0.551	0.0	0.0	20.411	20.403	19.974	20	0	20.411		
8ad2_pa_rfaa_rank0.pdb	0.889	0.776	0.889	0.812	1.565	1.673	1.151	7	0	1.565		
8ad2_pa_rfaa_rank1.pdb	0.82	0.735	0.778	0.75	2.082	2.152	1.536	7	0	2.082		
8ad2_pa_rfaa_rank2.pdb	0.857	0.732	0.889	0.812	1.453	1.591	0.965	8	0	1.453		
8ad2_pa_rfaa_rank3.pdb	0.808	0.727	0.889	0.812	1.826	1.883	1.346	6	0	1.826		
8ad2_pa_rfaa_rank4.pdb	0.861	0.821	0.889	0.812	1.067	1.067	0.528	5	0	1.067		
8axs_pa_rfaa_rank0.pdb	1.206	3.638	0.55	0.55	4.002	4.141	2.794	0	0	4.002		
8axs_pa_rfaa_rank1.pdb	1.68	3.447	0.55	0.45	4.35	4.348	3.037	0	0	4.35		
8axs_pa_rfaa_rank2.pdb	2.271	3.011	0.55	0.55	3.891	3.863	2.553	1	0	3.891		
8axs_pa_rfaa_rank3.pdb	1.592	3.559	0.55	0.55	2.739	3.045	2.163	0	0	2.739		
8axs_pa_rfaa_rank4.pdb	1.9	3.473	0.45	0.45	5.845	5.682	3.408	0	0	5.845		
8bf3_pa_rfaa_rank0.pdb	1.365	0.413	0.818	0.833	6.528	4.464	3.662	1	0	6.528		
8bf3_pa_rfaa_rank1.pdb	1.931	0.602	0.909	0.917	6.636	4.253	3.424	0	0	6.636		
8bf3_pa_rfaa_rank2.pdb	1.823	0.595	0.818	0.75	6.279	4.563	3.923	1	0	6.279		
8bf3_pa_rfaa_rank3.pdb	1.858	0.571	0.818	0.833	6.002	4.555	3.931	1	0	6.002		
8bf3_pa_rfaa_rank4.pdb	1.867	0.552	0.909	0.917	6.612	5.071	4.033	0	0	6.612		
8csf_pa_rfaa_rank0.pdb	0.518	0.455	0.909	0.857	2.956	2.488	1.409	2	3	4.295	1.072	3.501
8csf_pa_rfaa_rank1.pdb	0.514	0.448	0.848	0.721	4.13	2.626	1.78	1	0	6.856	0.953	4.58
8csf_pa_rfaa_rank2.pdb	0.924	0.738	0.848	0.744	3.803	3.61	2.562	1	1	5.641	1.182	4.586
8csf_pa_rfaa_rank3.pdb	1.581	1.278	0.848	0.833	3.76	2.829	2.186	5	5	3.971	1.602	5.708
8csf_pa_rfaa_rank4.pdb	0.821	0.7	0.848	0.917	3.6	3.283	2.059	2	3	3.804	1.156	5.84
8d0r_pa_rfaa_rank0.pdb	0.855	0.73	0.926	0.73	4.853	3.639	5.018	2	1	8.425	1.281	
8d0r_pa_rfaa_rank1.pdb	1.118	0.962	0.852	0.784	4.574	4.781	2.446	0	0	6.966	2.182	
8d0r_pa_rfaa_rank2.pdb	1.066	0.933	0.926	0.703	5.011	4.276	3.242	3	0	8.464	1.557	
8d0r_pa_rfaa_rank3.pdb	1.111	0.935	0.889	0.811	4.544	4.779	4.118	0	0	7.028	2.059	
8d0r_pa_rfaa_rank4.pdb	1.232	0.887	0.963	0.865	-1.0	4.213	2.239	2	2	-1		
8dzd_pa_rfaa_rank0.pdb	0.892	1.231	0.176	0.136	14.949	14.944	14.715	25	0	14.949		
8dzd_pa_rfaa_rank1.pdb	0.848	1.116	0.471	0.364	9.706	10.112	9.426	28	0	9.706		
8dzd_pa_rfaa_rank2.pdb	0.817	1.175	0.235	0.227	12.679	12.43	12.179	22	0	12.679		
8dzd_pa_rfaa_rank3.pdb	0.839	1.089	0.353	0.318	9.403	9.277	9.041	31	0	9.403		
8dzd_pa_rfaa_rank4.pdb	0.853	1.325	0.294	0.227	11.871	12.216	11.8	29	0	11.871		
8edi_pa_rfaa_rank0.pdb	1.465	0.656	0.545	0.444	12.47	11.598	9.708	16	2	12.47		
8edi_pa_rfaa_rank1.pdb	1.506	0.652	0.636	0.5	11.776	10.954	9.393	20	1	11.776		
8edi_pa_rfaa_rank2.pdb	1.481	0.582	0.636	0.5	10.321	11.626	8.272	16	1	10.321		
8edi_pa_rfaa_rank3.pdb	1.671	0.618	0.545	0.389	10.794	10.218	8.151	26	2	10.794		
8edi_pa_rfaa_rank4.pdb	1.663	0.556	0.545	0.667	10.849	10.814	8.346	21	4	10.849		
8ic1_pa_rfaa_rank0.pdb	6.107	1.061	0.75	0.511	8.506	4.09	2.921	2	0	8.506		
8ic1_pa_rfaa_rank1.pdb	1.147	1.021	0.75	0.556	4.565	3.494	3.58	2	0	4.565		
8ic1_pa_rfaa_rank2.pdb	1.456	0.954	0.667	0.356	9.176	4.3	4.715	0	2	9.176		
8ic1_pa_rfaa_rank3.pdb	0.976	0.946	0.667	0.622	6.752	4.876	6.877	7	1	6.752		
8ic1_pa_rfaa_rank4.pdb	24.826	1.524	0.625	0.467	10.282	5.743	5.521	65	3	10.282		
8inp_pa_rfaa_rank0.pdb	1.436	0.956	0.833	0.647	3.319	3.015	2.334	0	0	5.548	1.09	
8inp_pa_rfaa_rank1.pdb	1.29	0.823	0.833	0.735	3.256	3.229	2.205	1	0	5.375	1.136	
8inp_pa_rfaa_rank2.pdb	1.251	0.886	0.9	0.824	3.255	3.17	2.222	0	0	5.563	0.947	
8inp_pa_rfaa_rank3.pdb	1.431	0.957	0.867	0.794	3.314	3.129	2.324	0	0	5.506	1.122	
8inp_pa_rfaa_rank4.pdb	1.469	0.912	0.833	0.765	3.482	3.083	2.316	0	0	5.749	1.214	
8ped_pa_rfaa_rank0.pdb	0.671	0.627	0.8	0.529	3.457	3.102	2.539	1	6	3.457		
8ped_pa_rfaa_rank1.pdb	0.669	0.596	0.76	0.471	4.412	4.126	3.017	5	12	4.412		
8ped_pa_rfaa_rank2.pdb	0.638	0.564	0.68	0.441	4.364	4.434	2.966	1	18	4.364		
8ped_pa_rfaa_rank3.pdb	0.619	0.524	0.44	0.324	8.855	8.234	7.85	12	7	8.855		
8ped_pa_rfaa_rank4.pdb	0.632	0.584	0.52	0.382	13.169	8.641	10.022	7	13	13.169		
