7vu1_rank2,0.413
7vu1_rank3,0.413
7vu1_rank4,0.413
7vu1_rank5,0.413
7vu1_rank6,0.413
7vu1_rank7,0.413
7vu1_rank8,0.413
7vu1_rank9,0.413
7vu1_rank10,0.413
7vwb_rank1,0.605
7vwb_rank2,0.605
7vwb_rank3,0.605
7vwb_rank4,0.605
7vwb_rank5,0.605
7vwb_rank6,0.605
7vwb_rank7,0.605
7vwb_rank8,0.605
7vwb_rank9,0.605
7vwb_rank10,0.605
7w11_rank1,0.846
7w11_rank2,0.846
7w11_rank3,0.846
7w11_rank4,0.846
7w11_rank5,0.846
7w11_rank6,0.846
7w11_rank7,0.846
7w11_rank8,0.846
7w11_rank9,0.846
7w11_rank10,0.846
7w11_rank1,0.846
7w11_rank2,0.846
7w11_rank3,0.846
7w11_rank4,0.846
7w11_rank5,0.846
7w11_rank6,0.846
7w11_rank7,0.846
7w11_rank8,0.846
7w11_rank9,0.846
7w11_rank10,0.846
7w18_rank1,0.526
7w18_rank2,0.526
7w18_rank3,0.526
7w18_rank4,0.526
7w18_rank5,0.526
7w18_rank6,0.526
7w18_rank7,0.526
7w18_rank8,0.526
7w18_rank9,0.526
7w18_rank10,0.526
7xtn_rank1,1.126
7xtn_rank2,1.126
7xtn_rank3,1.126
7xtn_rank4,1.126
7xtn_rank5,1.126
7xtn_rank6,1.126
7xtn_rank7,1.126
7xtn_rank8,1.126
7xtn_rank9,1.126
7xtn_rank10,1.126
7ywf_rank1,0.559
7ywf_rank2,0.559
7ywf_rank3,0.559
7ywf_rank4,0.559
7ywf_rank5,0.559
7ywf_rank6,0.559
7ywf_rank7,0.559
7ywf_rank8,0.559
7ywf_rank9,0.559
7ywf_rank10,0.559
7zoo_rank1,0.359
7zoo_rank2,0.359
7zoo_rank3,0.359
7zoo_rank4,0.359
7zoo_rank5,0.359
7zoo_rank6,0.359
7zoo_rank7,0.359
7zoo_rank8,0.359
7zoo_rank9,0.359
7zoo_rank10,0.359
8ad2_rank1,0.559
8ad2_rank2,0.559
8ad2_rank3,0.559
8ad2_rank4,0.559
8ad2_rank5,0.559
8ad2_rank6,0.559
8ad2_rank7,0.559
8ad2_rank8,0.559
8ad2_rank9,0.559
8ad2_rank10,0.559
8axs_rank1,0.737
8axs_rank2,0.737
8axs_rank3,0.737
8axs_rank4,0.737
8axs_rank5,0.737
8axs_rank6,0.737
8axs_rank7,0.737
8axs_rank8,0.737
8axs_rank9,0.737
8axs_rank10,0.737
8bf3_rank1,0.389
8bf3_rank2,0.389
8bf3_rank3,0.389
8bf3_rank4,0.389
8bf3_rank5,0.389
8bf3_rank6,0.389
8bf3_rank7,0.389
8bf3_rank8,0.389
8bf3_rank9,0.389
8bf3_rank10,0.389
8csf_rank1,0.461
8csf_rank2,0.461
8csf_rank3,0.461
8csf_rank4,0.461
8csf_rank5,0.461
8csf_rank6,0.461
8csf_rank7,0.461
8csf_rank8,0.461
8csf_rank9,0.461
8csf_rank10,0.461
8csf_rank1,0.461
8csf_rank2,0.461
8csf_rank3,0.461
8csf_rank4,0.461
8csf_rank5,0.461
8csf_rank6,0.461
8csf_rank7,0.461
8csf_rank8,0.461
8csf_rank9,0.461
8csf_rank10,0.461
8csf_rank1,0.461
8csf_rank2,0.461
8csf_rank3,0.461
8csf_rank4,0.461
8csf_rank5,0.461
8csf_rank6,0.461
8csf_rank7,0.461
8csf_rank8,0.461
8csf_rank9,0.461
8csf_rank10,0.461
8d0r_rank1,0.396
8d0r_rank2,0.396
8d0r_rank3,0.396
8d0r_rank4,0.396
8d0r_rank5,0.396
8d0r_rank6,0.396
8d0r_rank7,0.396
8d0r_rank8,0.396
8d0r_rank9,0.396
8d0r_rank10,0.396
8d0r_rank1,0.396
8d0r_rank2,0.396
8d0r_rank3,0.396
8d0r_rank4,0.396
8d0r_rank5,0.396
8d0r_rank6,0.396
8d0r_rank7,0.396
8d0r_rank8,0.396
8d0r_rank9,0.396
8d0r_rank10,0.396
8dzd_rank1,0.243
8dzd_rank2,0.243
8dzd_rank3,0.243
8dzd_rank4,0.243
8dzd_rank5,0.243
8dzd_rank6,0.243
8dzd_rank7,0.243
8dzd_rank8,0.243
8dzd_rank9,0.243
8dzd_rank10,0.243
8edi_rank1,0.471
8edi_rank2,0.471
8edi_rank3,0.471
8edi_rank4,0.471
8edi_rank5,0.471
8edi_rank6,0.471
8edi_rank7,0.471
8edi_rank8,0.471
8edi_rank9,0.471
8edi_rank10,0.471
8ic1_rank1,0.316
8ic1_rank2,0.316
8ic1_rank3,0.316
8ic1_rank4,0.316
8ic1_rank5,0.316
8ic1_rank6,0.316
8ic1_rank7,0.316
8ic1_rank8,0.316
8ic1_rank9,0.316
8ic1_rank10,0.316
8inp_rank1,0.533
8inp_rank2,0.533
8inp_rank3,0.533
8inp_rank4,0.533
8inp_rank5,0.533
8inp_rank6,0.533
8inp_rank7,0.533
8inp_rank8,0.533
8inp_rank9,0.533
8inp_rank10,0.533
8inp_rank1,0.533
8inp_rank2,0.533
8inp_rank3,0.533
8inp_rank4,0.533
8inp_rank5,0.533
8inp_rank6,0.533
8inp_rank7,0.533
8inp_rank8,0.533
8inp_rank9,0.533
8inp_rank10,0.533
8ped_rank1,0.326
8ped_rank2,0.326
8ped_rank3,0.326
8ped_rank4,0.326
8ped_rank5,0.326
8ped_rank6,0.326
8ped_rank7,0.326
8ped_rank8,0.326
8ped_rank9,0.326
8ped_rank10,0.326
